continue_into	0
leading_into	1
go_around	2
is_entrance_to	3
path	4
goes_back	5
sound	6
small_path	7
can_see	8
has	9
is_apparently_brief_widening_of	10
appears	11
goes_back_way_of	12
is_apparently_widening_of	13
has_cut_passages_into	14
is_in	15
goes_way_of	16
have	17
open	18
forks_to	19
seems	20
begins	21
take_off	22
toss	23
goes_back_of	24
is_brief_widening_of	25
goes_of	26
lead_into	27
is_widening_of	28
in	29
small_path_here	30
toss_away	31
has_cut	32
is	33
winding_around	34
is_to	35
path_here	36
taking	37
put_on	38
goes	39
first_taking	40
can_see_here	41
