look_under	0
face	1
wander_for	2
is	3
left_behind_is_on	4
flees_across	5
charges_south_into	6
are_beginning_to	7
is_exit_to	8
has	9
is_left_of	10
home_of	11
drifts_in_through	12
charges_into	13
are_feeling	14
do_do_with	15
blocks	16
refreshing	17
was	18
are_moving_on	19
runs	20
are	21
are_getting	22
do_mean	23
taking	24
sleep	25
passes	26
turning_to	27
wander_around_for	28
fills	29
is_to	30
is_in	31
is_out	32
left_is_on	33
retorts	34
stretch_out_on	35
feels	36
taking_first	37
in	38
have	39
end_up_back_in	40
home_for	41
is_running_out	42
dream_of	43
end_up_in	44
